multiplier,floor,profit_lockin,score,mean_sharpe,mean_sortino,mean_final_nav,worst_hour_final_nav,breach_events,days_below_floor
3.0,0.75,0.08,24,0.786,1.49,180.56,171.8,0,0
3.0,0.75,0.09,24,0.777,1.484,180.67,160.36,0,0
3.0,0.75,0.1,24,0.786,1.514,182.17,169.6,0,0
3.0,0.75,0.11,24,0.787,1.508,183.93,164.4,0,0
3.0,0.75,0.12,24,0.779,1.458,184.64,171.25,0,0
3.0,0.75,0.13,24,0.777,1.443,187.08,166.79,0,0
3.0,0.75,0.14,24,0.774,1.373,188.5,173.26,0,0
3.0,0.75,0.15,24,0.775,1.372,192.13,166.23,0,0
3.0,0.75,0.16,24,0.779,1.398,195.12,171.81,0,0
3.0,0.75,0.17,24,0.763,1.361,191.03,161.08,0,0
3.0,0.75,0.18,24,0.761,1.318,187.92,167.08,0,0
3.0,0.75,0.19,24,0.763,1.379,195.72,155.22,0,0
3.0,0.76,0.01,24,0.778,1.472,168.55,159.9,0,0
3.0,0.76,0.02,24,0.776,1.465,169.48,161.93,0,0
3.0,0.76,0.03,24,0.776,1.457,170.7,158.89,0,0
3.0,0.76,0.04,24,0.776,1.448,171.67,164.23,0,0
3.0,0.76,0.05,24,0.779,1.47,173.15,164.89,0,0
3.0,0.76,0.06,24,0.781,1.476,176.41,161.32,0,0
3.0,0.76,0.07,24,0.771,1.426,174.92,163.86,0,0
3.0,0.76,0.08,24,0.781,1.487,177.08,164.74,0,0
3.0,0.76,0.09,24,0.776,1.484,177.8,158.89,0,0
3.0,0.76,0.1,24,0.768,1.427,174.64,166.24,0,0
3.0,0.76,0.11,24,0.781,1.494,181.15,164.44,0,0
3.0,0.76,0.12,24,0.771,1.419,179.45,161.15,0,0
3.0,0.76,0.13,24,0.77,1.384,183.02,169.02,0,0
3.0,0.76,0.14,24,0.767,1.341,184.7,174.25,0,0
3.0,0.76,0.15,24,0.758,1.324,184.79,167.07,0,0
3.0,0.76,0.16,24,0.778,1.427,191.94,157.12,0,0
3.0,0.76,0.17,24,0.756,1.333,184.76,165.31,0,0
3.0,0.76,0.18,24,0.761,1.385,191.85,151.97,0,0
3.0,0.76,0.19,24,0.763,1.374,191.82,171.24,0,0
3.0,0.77,0.01,24,0.775,1.471,165.5,156.79,0,0
3.0,0.77,0.02,24,0.775,1.466,166.84,158.81,0,0
3.0,0.77,0.03,24,0.773,1.459,167.94,158.97,0,0
3.0,0.77,0.04,24,0.777,1.455,169.38,161.02,0,0
3.0,0.77,0.05,24,0.776,1.478,171.74,162.22,0,0
3.0,0.77,0.06,24,0.77,1.421,172.01,161.7,0,0
3.0,0.77,0.07,24,0.773,1.45,172.29,157.95,0,0
3.0,0.77,0.08,24,0.777,1.485,173.92,160.63,0,0
3.0,0.77,0.09,24,0.782,1.508,175.65,159.83,0,0
3.0,0.77,0.1,24,0.783,1.527,177.23,158.81,0,0
3.0,0.77,0.11,24,0.78,1.464,178.34,165.22,0,0
3.0,0.77,0.12,24,0.774,1.443,180.35,161.7,0,0
3.0,0.77,0.13,24,0.767,1.358,181.2,156.8,0,0
3.0,0.77,0.14,24,0.758,1.347,182.66,162.11,0,0
3.0,0.77,0.15,24,0.748,1.346,182.52,153.05,0,0
3.0,0.77,0.16,24,0.772,1.383,185.42,158.81,0,0
3.0,0.77,0.17,24,0.753,1.335,183.51,162.23,0,0
3.0,0.77,0.18,24,0.748,1.329,184.39,152.82,0,0
3.0,0.77,0.19,24,0.75,1.363,187.11,172.44,0,0
3.0,0.78,0.01,24,0.772,1.465,162.66,154.69,0,0
3.0,0.78,0.02,24,0.771,1.469,163.88,153.68,0,0
3.0,0.78,0.03,24,0.769,1.45,165.06,156.38,0,0
3.0,0.78,0.04,24,0.777,1.48,167.59,158.2,0,0
3.0,0.78,0.05,24,0.773,1.453,167.38,158.38,0,0
3.0,0.78,0.06,24,0.771,1.438,169.62,157.02,0,0
3.0,0.78,0.07,24,0.778,1.482,170.55,156.71,0,0
3.0,0.78,0.08,24,0.777,1.495,171.8,153.67,0,0
3.0,0.78,0.09,24,0.782,1.5,171.26,160.2,0,0
3.0,0.78,0.1,24,0.774,1.495,174.76,158.39,0,0
3.0,0.78,0.11,24,0.764,1.414,172.74,156.02,0,0
3.0,0.78,0.12,24,0.77,1.417,178.71,163.79,0,0
3.0,0.78,0.13,24,0.755,1.349,178.85,156.92,0,0
3.0,0.78,0.14,24,0.76,1.354,180.63,162.68,0,0
3.0,0.78,0.15,24,0.755,1.369,180.87,154.69,0,0
3.0,0.78,0.16,24,0.752,1.316,177.57,158.21,0,0
3.0,0.78,0.17,24,0.744,1.343,181.54,149.58,0,0
3.0,0.78,0.18,24,0.749,1.375,184.56,168.41,0,0
3.0,0.78,0.19,24,0.758,1.429,188.83,173.42,0,0
3.0,0.79,0.01,24,0.769,1.464,159.82,151.58,0,0
3.0,0.79,0.02,24,0.769,1.461,161.17,152.59,0,0
3.0,0.79,0.03,24,0.771,1.472,162.94,152.59,0,0
3.0,0.79,0.04,24,0.77,1.458,162.77,152.59,0,0
3.0,0.79,0.05,24,0.766,1.441,164.08,157.59,0,0
3.0,0.79,0.06,24,0.768,1.444,166.48,157.19,0,0
3.0,0.79,0.07,24,0.772,1.481,167.33,156.62,0,0
3.0,0.79,0.08,24,0.776,1.502,169.02,152.59,0,0
3.0,0.79,0.09,24,0.77,1.499,169.15,160.2,0,0
3.0,0.79,0.1,24,0.774,1.484,171.89,159.2,0,0
3.0,0.79,0.11,24,0.77,1.442,173.66,156.62,0,0
3.0,0.79,0.12,24,0.759,1.347,173.56,152.59,0,0
3.0,0.79,0.13,24,0.74,1.306,173.17,157.2,0,0
3.0,0.79,0.14,24,0.773,1.434,180.89,164.01,0,0
3.0,0.79,0.15,24,0.744,1.326,174.83,157.25,0,0
3.0,0.79,0.16,24,0.754,1.374,179.8,159.2,0,0
3.0,0.79,0.17,24,0.735,1.337,178.16,150.44,0,0
3.0,0.79,0.18,24,0.75,1.424,184.71,169.39,0,0
3.0,0.79,0.19,24,0.748,1.417,184.12,155.37,0,0
3.0,0.8,0.01,24,0.766,1.463,157.16,150.49,0,0
3.0,0.8,0.02,24,0.765,1.454,158.29,149.24,0,0
3.0,0.8,0.03,24,0.769,1.477,159.94,152.31,0,0
3.0,0.8,0.04,24,0.764,1.483,161.0,149.48,0,0
3.0,0.8,0.05,24,0.768,1.47,163.52,151.03,0,0
3.0,0.8,0.06,24,0.759,1.417,161.84,152.58,0,0
3.0,0.8,0.07,24,0.774,1.495,164.7,153.33,0,0
3.0,0.8,0.08,24,0.77,1.501,165.55,155.37,0,0
3.0,0.8,0.09,24,0.773,1.519,168.53,153.52,0,0
3.0,0.8,0.1,24,0.757,1.409,166.05,150.9,0,0
3.0,0.8,0.11,24,0.749,1.365,169.46,157.6,0,0
3.0,0.8,0.12,24,0.758,1.342,171.97,153.71,0,0
3.0,0.8,0.13,24,0.745,1.357,172.97,158.35,0,0
3.0,0.8,0.14,24,0.754,1.359,172.37,151.5,0,0
3.0,0.8,0.15,24,0.747,1.381,176.36,143.12,0,0
3.0,0.8,0.16,24,0.733,1.327,173.97,146.89,0,0
3.0,0.8,0.17,24,0.746,1.4,179.09,165.2,0,0
3.0,0.8,0.18,24,0.751,1.43,181.06,170.21,0,0
3.0,0.8,0.19,24,0.752,1.432,181.79,157.57,0,0
3.0,0.81,0.01,24,0.761,1.459,154.12,146.38,0,0
3.0,0.81,0.02,24,0.759,1.449,155.17,148.4,0,0
3.0,0.81,0.03,24,0.761,1.451,156.94,148.4,0,0
3.0,0.81,0.04,24,0.762,1.444,157.53,148.06,0,0
3.0,0.81,0.05,24,0.761,1.424,159.6,151.17,0,0
3.0,0.81,0.06,24,0.766,1.483,161.24,148.4,0,0
3.0,0.81,0.07,24,0.768,1.492,162.08,151.17,0,0
3.0,0.81,0.08,24,0.77,1.499,162.76,153.17,0,0
3.0,0.81,0.09,24,0.763,1.48,164.91,153.17,0,0
