multiplier,floor,profit_lockin,score,mean_sharpe,mean_sortino,mean_final_nav,worst_hour_final_nav,breach_events,days_below_floor
3.0,0.63,0.13,0,-0.411,-0.355,61.74,59.41,5,11378
3.0,0.63,0.14,0,-0.411,-0.355,61.74,59.41,5,11378
3.0,0.63,0.15,0,-0.411,-0.355,61.74,59.41,5,11378
3.0,0.63,0.16,0,-0.411,-0.355,61.74,59.41,5,11378
3.0,0.63,0.17,0,-0.411,-0.355,61.74,59.41,5,11378
3.0,0.63,0.18,0,-0.411,-0.355,61.74,59.41,5,11378
3.0,0.63,0.19,0,-0.411,-0.355,61.74,59.41,5,11378
3.0,0.64,0.01,0,-0.432,-0.367,67.29,65.9,5,11378
3.0,0.64,0.02,0,-0.431,-0.367,66.85,64.97,5,11378
3.0,0.64,0.03,0,-0.431,-0.366,66.72,63.91,5,11378
3.0,0.64,0.04,0,-0.426,-0.364,65.3,63.0,5,11378
3.0,0.64,0.05,0,-0.426,-0.364,65.32,63.0,5,11378
3.0,0.64,0.06,0,-0.426,-0.364,65.35,61.6,5,11378
3.0,0.64,0.07,0,-0.42,-0.36,63.83,60.77,5,11378
3.0,0.64,0.08,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.09,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.1,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.11,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.12,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.13,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.14,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.15,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.16,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.17,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.18,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.64,0.19,0,-0.415,-0.357,62.72,60.36,5,11378
3.0,0.65,0.01,0,-0.434,-0.368,68.27,66.9,5,11378
3.0,0.65,0.02,0,-0.433,-0.368,67.83,65.95,5,11378
3.0,0.65,0.03,0,-0.433,-0.368,67.7,64.91,5,11378
3.0,0.65,0.04,0,-0.429,-0.366,66.28,63.98,5,11378
3.0,0.65,0.05,0,-0.429,-0.366,66.3,63.98,5,11378
3.0,0.65,0.06,0,-0.429,-0.366,66.33,62.56,5,11378
3.0,0.65,0.07,0,-0.423,-0.362,64.81,61.72,5,11378
3.0,0.65,0.08,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.09,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.1,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.11,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.12,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.13,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.14,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.15,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.16,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.17,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.18,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.65,0.19,0,-0.42,-0.36,63.7,61.3,5,11378
3.0,0.66,0.01,0,-0.435,-0.369,69.25,67.9,5,11378
3.0,0.66,0.02,0,-0.435,-0.369,68.81,66.93,5,11378
3.0,0.66,0.03,0,-0.434,-0.368,68.56,65.9,5,11378
3.0,0.66,0.04,0,-0.432,-0.367,67.26,64.97,5,11378
3.0,0.66,0.05,0,-0.432,-0.367,67.28,64.97,5,11378
3.0,0.66,0.06,0,-0.431,-0.367,67.31,63.52,5,11378
3.0,0.66,0.07,0,-0.427,-0.364,65.79,62.67,5,11378
3.0,0.66,0.08,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.09,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.1,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.11,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.12,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.13,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.14,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.15,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.16,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.17,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.18,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.66,0.19,0,-0.424,-0.362,64.68,62.24,5,11378
3.0,0.67,0.01,0,-0.436,-0.369,70.17,68.9,5,11378
3.0,0.67,0.02,0,-0.435,-0.369,69.8,67.93,5,11378
3.0,0.67,0.03,0,-0.435,-0.369,69.42,66.9,5,11378
3.0,0.67,0.04,0,-0.434,-0.368,68.25,65.96,5,11378
3.0,0.67,0.05,0,-0.434,-0.368,68.27,65.96,5,11378
3.0,0.67,0.06,0,-0.433,-0.368,68.3,64.51,5,11378
3.0,0.67,0.07,0,-0.43,-0.366,66.78,63.65,5,11378
3.0,0.67,0.08,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.09,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.1,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.11,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.12,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.13,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.14,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.15,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.16,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.17,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.18,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.67,0.19,0,-0.428,-0.365,65.67,63.22,5,11378
3.0,0.68,0.01,0,-0.437,-0.37,70.99,69.45,5,11378
3.0,0.68,0.02,0,-0.437,-0.37,70.58,68.5,5,11378
3.0,0.68,0.03,0,-0.436,-0.37,70.08,67.55,5,11378
3.0,0.68,0.04,0,-0.436,-0.369,69.11,66.98,5,11378
3.0,0.68,0.05,0,-0.435,-0.369,69.3,66.98,5,11378
3.0,0.68,0.06,0,-0.435,-0.369,69.33,65.55,5,11378
3.0,0.68,0.07,0,-0.433,-0.367,67.81,64.7,5,11378
3.0,0.68,0.08,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.09,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.1,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.11,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.12,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.13,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.14,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.15,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.16,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.17,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.18,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.68,0.19,0,-0.431,-0.367,66.69,64.28,5,11378
3.0,0.69,0.01,0,-0.438,-0.371,71.89,70.45,5,11378
3.0,0.69,0.02,0,-0.438,-0.37,71.52,69.56,5,11378
3.0,0.69,0.03,0,-0.438,-0.37,71.11,68.61,5,11378
3.0,0.69,0.04,0,-0.437,-0.37,70.13,67.99,5,11378
3.0,0.69,0.05,0,-0.437,-0.369,70.12,66.59,5,11378
3.0,0.69,0.06,0,-0.436,-0.369,69.63,65.75,5,11378
3.0,0.69,0.07,0,-0.434,-0.368,67.99,65.33,5,11378
3.0,0.69,0.08,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.09,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.1,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.11,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.12,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.13,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.14,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.15,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.16,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.17,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.18,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.69,0.19,0,-0.434,-0.368,67.71,65.33,5,11378
3.0,0.7,0.01,0,-0.439,-0.371,72.71,71.49,5,11378
3.0,0.7,0.02,0,-0.439,-0.371,72.39,70.62,5,11378
3.0,0.7,0.03,0,-0.439,-0.371,72.01,69.66,5,11378
3.0,0.7,0.04,0,-0.438,-0.371,71.15,69.01,5,11378
3.0,0.7,0.05,0,-0.438,-0.37,70.93,67.63,5,11378
3.0,0.7,0.06,0,-0.438,-0.37,70.65,66.8,5,11378
3.0,0.7,0.07,0,-0.437,-0.37,69.01,66.39,5,11378
3.0,0.7,0.08,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.09,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.1,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.11,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.12,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.13,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.14,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.15,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.16,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.17,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.18,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.7,0.19,0,-0.436,-0.37,68.73,66.39,5,11378
3.0,0.71,0.01,0,-0.441,-0.372,73.62,72.54,5,11378
3.0,0.71,0.02,0,-0.44,-0.372,73.17,71.68,5,11378
3.0,0.71,0.03,0,-0.44,-0.371,72.42,70.73,5,11378
3.0,0.71,0.04,0,-0.44,-0.371,72.01,70.03,5,11378
3.0,0.71,0.05,0,-0.439,-0.371,71.96,68.67,5,11378
3.0,0.71,0.06,0,-0.439,-0.371,71.2,67.86,5,11378
3.0,0.71,0.07,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.08,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.09,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.1,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.11,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.12,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.13,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.14,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.15,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.16,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.17,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.18,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.71,0.19,0,-0.439,-0.371,69.76,67.46,5,11378
3.0,0.72,0.01,0,-0.442,-0.372,74.56,73.02,5,11378
3.0,0.72,0.02,0,-0.441,-0.372,74.11,72.75,5,11378
3.0,0.72,0.03,0,-0.441,-0.372,73.33,71.05,5,11378
3.0,0.72,0.04,0,-0.441,-0.372,73.04,71.05,5,11378
3.0,0.72,0.05,0,-0.441,-0.372,72.99,69.72,5,11378
3.0,0.72,0.06,0,-0.44,-0.372,71.74,68.92,5,11378
3.0,0.72,0.07,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.08,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.09,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.1,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.11,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.12,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.13,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.14,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.15,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.16,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.17,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.18,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.72,0.19,0,-0.44,-0.372,70.78,68.53,5,11378
3.0,0.73,0.01,0,-0.443,-0.373,75.47,74.05,5,11378
3.0,0.73,0.02,0,-0.442,-0.373,74.9,73.41,5,11378
3.0,0.73,0.03,0,-0.442,-0.373,74.11,72.07,5,11378
3.0,0.73,0.04,0,-0.442,-0.372,73.9,72.07,5,11378
3.0,0.73,0.05,0,-0.442,-0.372,74.02,70.76,5,11378
3.0,0.73,0.06,0,-0.442,-0.373,72.52,69.98,5,11378
3.0,0.73,0.07,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.08,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.09,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.1,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.11,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.12,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.13,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.14,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.15,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.16,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.17,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.18,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.73,0.19,0,-0.441,-0.373,71.8,69.6,5,11378
3.0,0.74,0.01,0,-0.444,-0.374,76.3,74.89,5,11378
3.0,0.74,0.02,0,-0.443,-0.373,75.93,74.49,5,11378
3.0,0.74,0.03,0,-0.444,-0.374,74.78,73.09,5,11378
3.0,0.74,0.04,0,-0.443,-0.373,74.93,73.09,5,11378
3.0,0.74,0.05,0,-0.443,-0.373,74.84,71.05,5,11378
3.0,0.74,0.06,0,-0.443,-0.373,73.07,70.67,5,11378
3.0,0.74,0.07,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.08,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.09,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.1,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.11,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.12,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.13,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.14,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.15,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.16,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.17,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.18,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.74,0.19,0,-0.443,-0.373,72.83,70.67,5,11378
3.0,0.75,0.01,0,-0.445,-0.374,77.16,75.78,5,11378
3.0,0.75,0.02,0,-0.445,-0.374,76.72,74.81,5,11378
3.0,0.75,0.03,0,-0.445,-0.374,75.81,74.12,5,11378
3.0,0.75,0.04,0,-0.444,-0.374,75.8,72.87,5,11378
3.0,0.75,0.05,0,-0.444,-0.374,75.47,72.12,5,11378
3.0,0.75,0.06,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.07,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.08,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.09,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.1,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.11,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.12,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.13,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.14,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.15,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.16,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.17,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.18,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.75,0.19,0,-0.444,-0.374,73.86,71.75,5,11378
3.0,0.76,0.01,0,-0.446,-0.375,78.03,76.84,5,11378
3.0,0.76,0.02,0,-0.446,-0.375,77.66,75.87,5,11378
3.0,0.76,0.03,0,-0.446,-0.375,76.72,75.14,5,11378
3.0,0.76,0.04,0,-0.445,-0.374,76.66,73.92,5,11378
3.0,0.76,0.05,0,-0.445,-0.374,76.1,73.2,5,11378
3.0,0.76,0.06,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.07,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.08,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.09,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.1,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.11,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.12,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.13,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.14,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.15,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.16,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.17,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.18,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.76,0.19,0,-0.445,-0.375,74.89,72.83,5,11378
3.0,0.77,0.01,0,-0.447,-0.375,78.86,77.9,5,11378
3.0,0.77,0.02,0,-0.447,-0.375,78.61,76.92,5,11378
3.0,0.77,0.03,0,-0.447,-0.375,77.75,76.16,5,11378
3.0,0.77,0.04,0,-0.447,-0.375,77.7,74.98,5,11378
3.0,0.77,0.05,0,-0.446,-0.375,76.73,74.27,5,11378
3.0,0.77,0.06,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.07,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.08,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.09,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.1,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.11,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.12,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.13,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.14,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.15,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.16,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.17,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.18,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.77,0.19,0,-0.447,-0.376,75.92,73.92,5,11378
3.0,0.78,0.01,0,-0.448,-0.376,79.77,78.86,5,11378
3.0,0.78,0.02,0,-0.448,-0.376,79.48,77.92,5,11378
3.0,0.78,0.03,0,-0.448,-0.376,78.66,77.19,5,11378
3.0,0.78,0.04,0,-0.448,-0.375,78.73,76.04,5,11378
3.0,0.78,0.05,0,-0.448,-0.376,77.15,75.01,5,11378
3.0,0.78,0.06,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.07,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.08,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.09,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.1,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.11,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.12,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.13,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.14,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.15,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.16,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.17,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.18,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.78,0.19,0,-0.448,-0.376,76.95,75.01,5,11378
3.0,0.79,0.01,0,-0.449,-0.376,80.68,79.34,5,11378
3.0,0.79,0.02,0,-0.449,-0.376,80.27,78.37,5,11378
3.0,0.79,0.03,0,-0.449,-0.376,79.69,78.22,5,11378
3.0,0.79,0.04,0,-0.449,-0.376,79.61,76.44,5,11378
3.0,0.79,0.05,0,-0.449,-0.377,77.98,76.11,5,11378
3.0,0.79,0.06,0,-0.449,-0.377,77.98,76.11,5,11378
3.0,0.79,0.07,0,-0.449,-0.377,77.98,76.11,5,11378
3.0,0.79,0.08,0,-0.449,-0.377,77.98,76.11,5,11378
3.0,0.79,0.09,0,-0.449,-0.377,77.98,76.11,5,11378
3.0,0.79,0.1,0,-0.449,-0.377,77.98,76.11,5,11378
3.0,0.79,0.11,0,-0.449,-0.377,77.98,76.11,5,11378
3.0,0.79,0.12,0,-0.449,-0.377,77.98,76.11,5,11378
3.0,0.79,0.13,0,-0.449,-0.377,77.98,76.11,5,11378
