multiplier,floor,profit_lockin,score,mean_sharpe,mean_sortino,mean_final_nav,worst_hour_final_nav,breach_events,days_below_floor
3.0,0.6,0.01,21,0.384,0.517,189.24,145.06,6,492
3.0,0.6,0.02,21,0.38,0.512,188.01,142.96,6,505
3.0,0.6,0.03,20,0.377,0.506,186.37,145.06,6,505
3.0,0.6,0.04,18,0.367,0.493,182.25,138.75,6,526
3.0,0.6,0.05,19,0.364,0.487,180.41,136.65,6,546
3.0,0.6,0.06,18,0.364,0.487,180.41,138.75,6,505
3.0,0.6,0.07,20,0.354,0.472,175.5,133.91,6,544
3.0,0.6,0.08,16,0.341,0.452,169.0,135.25,6,680
3.0,0.6,0.09,14,0.338,0.447,167.23,135.25,6,653
3.0,0.6,0.1,16,0.342,0.452,169.51,136.32,6,629
3.0,0.6,0.11,15,0.341,0.451,168.96,132.45,6,605
3.0,0.6,0.12,15,0.339,0.449,168.3,129.03,6,583
3.0,0.6,0.13,13,0.338,0.447,167.59,131.4,6,562
3.0,0.6,0.14,17,0.342,0.453,169.37,133.2,6,544
3.0,0.6,0.15,12,0.337,0.442,166.65,131.96,6,997
3.0,0.6,0.16,13,0.34,0.447,168.99,130.04,6,956
3.0,0.6,0.17,15,0.338,0.446,168.02,125.12,6,487
3.0,0.6,0.18,13,0.34,0.446,169.06,129.03,6,487
3.0,0.6,0.19,14,0.341,0.45,169.66,132.94,6,487
3.0,0.61,0.01,23,0.39,0.526,191.64,148.21,6,471
3.0,0.61,0.02,22,0.389,0.525,191.62,146.11,6,483
3.0,0.61,0.03,22,0.388,0.523,191.16,146.11,6,471
3.0,0.61,0.04,20,0.374,0.503,184.94,139.8,6,530
3.0,0.61,0.05,22,0.376,0.506,186.0,142.95,6,479
3.0,0.61,0.06,21,0.375,0.504,185.67,139.8,6,509
3.0,0.61,0.07,18,0.36,0.482,178.79,137.7,6,548
3.0,0.61,0.08,17,0.353,0.471,174.72,137.82,6,515
3.0,0.61,0.09,18,0.351,0.467,173.86,138.8,6,657
3.0,0.61,0.1,16,0.348,0.463,172.61,137.7,6,633
3.0,0.61,0.11,18,0.349,0.465,173.21,134.89,6,609
3.0,0.61,0.12,17,0.35,0.466,173.84,136.27,6,587
3.0,0.61,0.13,16,0.35,0.466,173.98,135.87,6,566
3.0,0.61,0.14,17,0.345,0.458,171.53,134.22,6,548
3.0,0.61,0.15,17,0.349,0.465,173.84,132.94,6,530
3.0,0.61,0.16,15,0.345,0.457,171.4,131.4,6,515
3.0,0.61,0.17,16,0.347,0.457,172.57,126.1,6,927
3.0,0.61,0.18,15,0.348,0.46,173.82,130.0,6,890
3.0,0.61,0.19,13,0.344,0.454,172.16,124.05,6,488
3.0,0.62,0.01,23,0.394,0.531,192.41,150.31,6,451
3.0,0.62,0.02,23,0.393,0.53,192.33,149.26,6,462
3.0,0.62,0.03,23,0.393,0.531,193.06,150.31,6,474
3.0,0.62,0.04,22,0.385,0.517,189.43,140.85,6,479
3.0,0.62,0.05,22,0.384,0.518,189.71,144.01,6,483
3.0,0.62,0.06,22,0.385,0.517,189.72,147.16,6,512
3.0,0.62,0.07,20,0.369,0.494,182.73,142.42,6,552
3.0,0.62,0.08,20,0.364,0.489,181.06,138.8,6,519
3.0,0.62,0.09,19,0.361,0.484,179.01,139.78,6,490
3.0,0.62,0.1,18,0.358,0.478,177.82,138.75,6,636
3.0,0.62,0.11,18,0.353,0.469,174.65,135.87,6,613
3.0,0.62,0.12,18,0.358,0.478,177.86,140.86,6,592
3.0,0.62,0.13,17,0.355,0.473,176.62,133.5,6,570
3.0,0.62,0.14,18,0.356,0.475,177.25,138.76,6,552
3.0,0.62,0.15,16,0.356,0.476,177.26,140.37,6,534
3.0,0.62,0.16,17,0.358,0.479,178.34,138.8,6,519
3.0,0.62,0.17,16,0.352,0.469,175.66,136.33,6,504
3.0,0.62,0.18,16,0.352,0.471,175.55,130.98,6,490
3.0,0.62,0.19,14,0.357,0.472,177.91,134.89,6,868
3.0,0.63,0.01,23,0.397,0.536,192.71,152.41,6,432
3.0,0.63,0.02,23,0.396,0.534,192.57,150.31,6,443
3.0,0.63,0.03,23,0.395,0.532,192.53,154.51,6,443
3.0,0.63,0.04,23,0.391,0.526,191.47,146.11,6,483
3.0,0.63,0.05,21,0.39,0.522,191.38,145.06,6,487
3.0,0.63,0.06,22,0.391,0.526,192.22,141.9,6,443
3.0,0.63,0.07,20,0.377,0.505,186.16,143.68,6,556
3.0,0.63,0.08,20,0.37,0.499,184.02,139.78,6,523
3.0,0.63,0.09,20,0.37,0.498,183.43,140.75,6,494
3.0,0.63,0.1,20,0.372,0.503,185.05,139.78,6,467
3.0,0.63,0.11,19,0.367,0.492,182.1,143.44,6,617
3.0,0.63,0.12,19,0.364,0.487,180.42,141.91,6,596
3.0,0.63,0.13,17,0.364,0.486,180.36,137.82,6,575
3.0,0.63,0.14,18,0.365,0.489,181.22,139.8,6,556
3.0,0.63,0.15,18,0.364,0.486,181.42,134.89,6,538
3.0,0.63,0.16,18,0.363,0.485,180.65,139.78,6,523
3.0,0.63,0.17,18,0.365,0.488,181.6,137.71,6,508
3.0,0.63,0.18,16,0.358,0.477,178.09,131.96,6,494
3.0,0.63,0.19,16,0.361,0.485,180.49,135.87,6,480
3.0,0.64,0.01,23,0.401,0.541,193.27,155.56,6,418
3.0,0.64,0.02,23,0.398,0.538,192.51,151.36,6,418
3.0,0.64,0.03,23,0.4,0.541,193.89,155.57,6,415
3.0,0.64,0.04,23,0.392,0.529,191.2,147.16,6,439
3.0,0.64,0.05,23,0.392,0.528,191.17,146.11,6,432
3.0,0.64,0.06,23,0.396,0.534,193.51,149.26,6,447
3.0,0.64,0.07,20,0.39,0.524,191.49,148.21,6,459
3.0,0.64,0.08,20,0.377,0.503,185.4,148.57,6,526
3.0,0.64,0.09,20,0.374,0.502,184.74,141.73,6,498
3.0,0.64,0.1,20,0.375,0.503,184.81,140.75,6,471
3.0,0.64,0.11,20,0.383,0.516,189.56,148.21,6,447
3.0,0.64,0.12,20,0.378,0.51,187.42,144.66,6,600
3.0,0.64,0.13,19,0.37,0.496,183.06,145.49,6,579
3.0,0.64,0.14,19,0.372,0.499,183.99,140.86,6,560
3.0,0.64,0.15,18,0.366,0.488,181.25,135.87,6,542
3.0,0.64,0.16,18,0.371,0.496,183.62,147.54,6,526
3.0,0.64,0.17,17,0.371,0.493,184.19,145.64,6,512
3.0,0.64,0.18,17,0.37,0.497,184.24,142.62,6,498
3.0,0.64,0.19,18,0.366,0.489,182.24,136.85,6,484
3.0,0.65,0.01,23,0.407,0.55,194.49,158.72,6,407
3.0,0.65,0.02,23,0.405,0.547,194.1,154.51,6,402
3.0,0.65,0.03,23,0.406,0.548,195.31,156.62,6,408
3.0,0.65,0.04,22,0.398,0.536,192.29,152.41,6,436
3.0,0.65,0.05,22,0.394,0.531,191.22,152.41,6,436
3.0,0.65,0.06,23,0.398,0.538,193.12,150.31,6,451
3.0,0.65,0.07,22,0.395,0.533,193.39,149.26,6,463
3.0,0.65,0.08,21,0.386,0.519,189.46,152.41,6,530
3.0,0.65,0.09,20,0.382,0.511,187.67,149.59,6,501
3.0,0.65,0.1,21,0.385,0.517,189.52,151.5,6,475
3.0,0.65,0.11,20,0.384,0.519,189.62,149.26,6,451
3.0,0.65,0.12,20,0.383,0.518,189.51,145.64,6,604
3.0,0.65,0.13,21,0.384,0.519,190.57,139.78,6,583
3.0,0.65,0.14,20,0.384,0.52,190.84,141.91,6,563
3.0,0.65,0.15,20,0.38,0.509,187.29,147.16,6,546
3.0,0.65,0.16,19,0.379,0.507,186.72,141.73,6,530
3.0,0.65,0.17,19,0.377,0.506,186.51,146.62,6,515
3.0,0.65,0.18,19,0.377,0.505,186.89,144.01,6,501
3.0,0.65,0.19,19,0.38,0.507,188.85,137.83,6,488
3.0,0.66,0.01,23,0.415,0.561,195.91,158.72,6,391
3.0,0.66,0.02,23,0.413,0.558,195.86,157.67,6,394
3.0,0.66,0.03,23,0.408,0.55,194.69,160.82,6,413
3.0,0.66,0.04,23,0.404,0.545,193.78,153.46,6,398
3.0,0.66,0.05,23,0.4,0.538,193.07,153.46,6,425
3.0,0.66,0.06,23,0.404,0.548,195.61,151.36,6,393
3.0,0.66,0.07,22,0.399,0.539,194.47,150.31,6,462
3.0,0.66,0.08,23,0.398,0.536,194.13,153.46,6,431
3.0,0.66,0.09,22,0.394,0.528,192.44,154.51,6,505
3.0,0.66,0.1,21,0.391,0.523,190.98,153.46,6,479
3.0,0.66,0.11,21,0.392,0.529,192.88,150.31,6,455
3.0,0.66,0.12,21,0.39,0.529,192.35,145.06,6,431
3.0,0.66,0.13,21,0.393,0.533,193.71,151.37,6,587
3.0,0.66,0.14,21,0.391,0.527,192.45,153.69,6,567
3.0,0.66,0.15,21,0.394,0.535,195.17,148.21,6,550
3.0,0.66,0.16,20,0.387,0.521,191.08,142.71,6,534
3.0,0.66,0.17,20,0.383,0.514,188.29,147.59,6,519
3.0,0.66,0.18,20,0.386,0.516,190.17,152.48,6,505
3.0,0.66,0.19,19,0.383,0.513,189.04,148.91,6,492
3.0,0.67,0.01,23,0.421,0.572,197.03,156.57,6,378
3.0,0.67,0.02,23,0.417,0.564,196.16,158.67,6,386
3.0,0.67,0.03,23,0.416,0.563,196.46,155.52,6,400
3.0,0.67,0.04,23,0.407,0.549,193.83,154.47,6,402
3.0,0.67,0.05,23,0.408,0.551,194.95,154.47,6,380
3.0,0.67,0.06,23,0.404,0.543,193.43,158.67,6,377
3.0,0.67,0.07,22,0.397,0.535,192.05,158.67,6,466
3.0,0.67,0.08,23,0.404,0.545,196.15,154.47,6,427
3.0,0.67,0.09,23,0.402,0.541,195.4,155.52,6,495
3.0,0.67,0.1,23,0.401,0.538,195.36,154.47,6,483
3.0,0.67,0.11,23,0.404,0.545,197.18,153.66,6,459
3.0,0.67,0.12,23,0.403,0.545,196.94,158.67,6,435
3.0,0.67,0.13,22,0.398,0.54,195.84,141.79,6,413
3.0,0.67,0.14,21,0.397,0.537,194.66,147.66,6,571
3.0,0.67,0.15,21,0.396,0.537,194.97,138.86,6,554
3.0,0.67,0.16,21,0.402,0.548,198.13,154.47,6,538
3.0,0.67,0.17,21,0.395,0.534,194.95,141.87,6,523
3.0,0.67,0.18,20,0.396,0.532,194.24,153.53,6,509
3.0,0.67,0.19,20,0.393,0.529,193.26,150.28,6,496
3.0,0.68,0.01,23,0.428,0.582,197.81,157.49,6,367
3.0,0.68,0.02,23,0.425,0.577,197.44,157.49,6,368
3.0,0.68,0.03,23,0.422,0.572,197.32,156.44,6,376
3.0,0.68,0.04,23,0.413,0.559,194.58,155.39,6,385
3.0,0.68,0.05,23,0.414,0.559,195.88,155.39,6,372
3.0,0.68,0.06,23,0.412,0.554,195.07,153.29,6,381
3.0,0.68,0.07,23,0.404,0.545,193.15,159.59,6,392
3.0,0.68,0.08,23,0.4,0.54,192.64,160.88,6,431
3.0,0.68,0.09,23,0.41,0.556,198.03,156.44,6,395
3.0,0.68,0.1,23,0.41,0.554,198.65,155.39,6,469
3.0,0.68,0.11,24,0.411,0.556,199.72,163.79,6,462
3.0,0.68,0.12,23,0.406,0.545,197.07,159.59,6,439
3.0,0.68,0.13,23,0.404,0.544,196.95,153.29,6,417
3.0,0.68,0.14,22,0.409,0.558,201.01,148.84,6,396
3.0,0.68,0.15,23,0.404,0.548,198.04,154.71,6,558
3.0,0.68,0.16,22,0.405,0.552,199.3,144.92,6,541
3.0,0.68,0.17,21,0.41,0.561,202.45,149.82,6,526
3.0,0.68,0.18,22,0.405,0.551,199.88,147.0,6,512
3.0,0.68,0.19,23,0.414,0.564,204.06,159.61,6,499
3.0,0.69,0.01,23,0.436,0.595,198.86,157.36,6,355
3.0,0.69,0.02,23,0.433,0.591,198.98,158.4,6,352
3.0,0.69,0.03,23,0.429,0.585,198.23,154.21,6,367
3.0,0.69,0.04,23,0.42,0.569,195.91,160.5,6,389
3.0,0.69,0.05,23,0.421,0.572,196.58,156.31,6,363
3.0,0.69,0.06,23,0.422,0.576,198.73,154.21,6,377
3.0,0.69,0.07,21,0.408,0.548,193.44,153.16,6,397
3.0,0.69,0.08,23,0.4,0.537,191.09,156.31,6,436
3.0,0.69,0.09,22,0.403,0.545,192.76,157.36,6,399
3.0,0.69,0.1,24,0.413,0.562,198.94,166.0,6,474
3.0,0.69,0.11,23,0.412,0.555,198.55,153.16,6,446
3.0,0.69,0.12,23,0.416,0.56,200.76,160.51,6,420
3.0,0.69,0.13,22,0.411,0.551,198.63,154.21,6,421
3.0,0.69,0.14,23,0.414,0.562,201.57,160.5,6,401
3.0,0.69,0.15,24,0.417,0.571,204.09,162.87,6,381
3.0,0.69,0.16,22,0.414,0.562,202.44,146.1,6,545
3.0,0.69,0.17,22,0.41,0.556,200.76,151.0,6,530
3.0,0.69,0.18,22,0.416,0.569,204.67,147.92,6,516
3.0,0.69,0.19,22,0.418,0.573,205.93,152.11,6,503
3.0,0.7,0.01,23,0.443,0.608,199.4,158.27,6,351
3.0,0.7,0.02,23,0.439,0.601,199.11,159.32,6,361
3.0,0.7,0.03,23,0.439,0.601,200.11,158.27,6,363
3.0,0.7,0.04,23,0.429,0.583,197.67,157.22,6,379
3.0,0.7,0.05,23,0.428,0.583,198.1,157.22,6,368
3.0,0.7,0.06,22,0.426,0.579,198.07,155.13,6,381
3.0,0.7,0.07,22,0.415,0.564,195.76,154.08,6,375
3.0,0.7,0.08,21,0.412,0.554,194.9,157.07,6,359
3.0,0.7,0.09,24,0.414,0.56,196.55,166.23,6,404
3.0,0.7,0.1,23,0.414,0.562,196.36,159.06,6,371
3.0,0.7,0.11,24,0.414,0.565,198.4,165.61,6,450
3.0,0.7,0.12,23,0.418,0.569,200.95,161.42,6,424
3.0,0.7,0.13,23,0.423,0.569,202.48,160.06,6,399
3.0,0.7,0.14,22,0.423,0.571,203.9,153.11,6,375
3.0,0.7,0.15,24,0.423,0.575,205.18,167.71,6,385
3.0,0.7,0.16,23,0.428,0.591,209.55,157.23,6,366
3.0,0.7,0.17,23,0.428,0.585,208.29,158.76,6,533
3.0,0.7,0.18,23,0.42,0.573,205.18,157.1,6,520
3.0,0.7,0.19,22,0.421,0.578,207.04,143.36,6,506
3.0,0.71,0.01,23,0.452,0.623,200.23,158.14,6,341
3.0,0.71,0.02,23,0.447,0.615,199.83,160.23,6,344
3.0,0.71,0.03,23,0.443,0.608,199.59,156.04,6,354
3.0,0.71,0.04,23,0.439,0.603,199.13,158.14,6,344
3.0,0.71,0.05,23,0.435,0.594,199.07,152.9,6,372
3.0,0.71,0.06,24,0.431,0.585,197.94,162.33,6,359
3.0,0.71,0.07,24,0.415,0.56,193.95,162.33,6,361
3.0,0.71,0.08,21,0.418,0.565,195.76,156.6,6,364
3.0,0.71,0.09,23,0.417,0.566,196.87,159.19,6,408
3.0,0.71,0.1,22,0.416,0.563,196.17,147.67,6,375
3.0,0.71,0.11,23,0.415,0.563,196.32,158.22,6,344
3.0,0.71,0.12,24,0.419,0.573,199.07,162.33,6,428
3.0,0.71,0.13,23,0.417,0.562,198.23,161.21,6,403
3.0,0.71,0.14,24,0.43,0.583,205.6,162.33,6,380
3.0,0.71,0.15,22,0.425,0.575,204.51,152.91,6,357
3.0,0.71,0.16,24,0.433,0.593,209.35,174.89,6,370
3.0,0.71,0.17,24,0.429,0.591,208.77,163.38,6,352
3.0,0.71,0.18,24,0.43,0.589,209.28,168.61,6,523
3.0,0.71,0.19,22,0.418,0.569,203.44,144.54,6,510
3.0,0.72,0.01,23,0.46,0.638,200.94,160.1,6,328
3.0,0.72,0.02,23,0.456,0.632,200.69,159.05,6,339
3.0,0.72,0.03,23,0.45,0.618,199.71,156.96,6,353
3.0,0.72,0.04,23,0.447,0.615,200.26,159.05,6,348
3.0,0.72,0.05,23,0.447,0.614,200.13,159.05,6,329
3.0,0.72,0.06,24,0.44,0.605,200.39,163.24,6,364
3.0,0.72,0.07,23,0.422,0.573,193.88,155.91,6,375
3.0,0.72,0.08,23,0.426,0.577,195.79,159.05,6,406
3.0,0.72,0.09,22,0.422,0.573,197.31,150.68,6,413
3.0,0.72,0.1,23,0.426,0.578,198.57,159.05,6,380
3.0,0.72,0.11,22,0.422,0.573,198.32,155.91,6,348
3.0,0.72,0.12,23,0.423,0.574,198.74,155.39,6,433
3.0,0.72,0.13,24,0.43,0.587,202.1,170.56,6,408
3.0,0.72,0.14,24,0.425,0.578,200.87,163.24,6,384
3.0,0.72,0.15,23,0.435,0.598,206.32,161.36,6,361
3.0,0.72,0.16,23,0.434,0.586,206.49,151.41,6,340
3.0,0.72,0.17,24,0.439,0.599,210.6,164.29,6,493
3.0,0.72,0.18,24,0.443,0.611,214.26,169.52,6,339
3.0,0.72,0.19,23,0.444,0.613,215.67,154.87,6,513
3.0,0.73,0.01,23,0.468,0.653,201.01,159.96,6,315
3.0,0.73,0.02,24,0.463,0.643,200.41,162.05,6,316
3.0,0.73,0.03,23,0.456,0.632,199.72,157.87,6,325
3.0,0.73,0.04,23,0.449,0.616,198.03,155.78,6,343
3.0,0.73,0.05,23,0.455,0.629,201.05,159.96,6,317
3.0,0.73,0.06,23,0.444,0.609,199.48,157.87,6,347
3.0,0.73,0.07,24,0.434,0.592,196.76,164.15,6,379
3.0,0.73,0.08,23,0.44,0.606,199.92,159.96,6,334
3.0,0.73,0.09,23,0.435,0.594,198.8,161.01,6,372
3.0,0.73,0.1,23,0.435,0.594,200.95,159.96,6,359
3.0,0.73,0.11,23,0.429,0.583,198.43,156.83,6,353
3.0,0.73,0.12,22,0.427,0.581,199.32,151.6,6,324
3.0,0.73,0.13,22,0.428,0.582,199.47,150.55,6,412
3.0,0.73,0.14,24,0.437,0.598,203.83,168.59,6,389
3.0,0.73,0.15,24,0.435,0.593,203.0,162.52,6,366
3.0,0.73,0.16,23,0.44,0.609,207.56,159.97,6,344
3.0,0.73,0.17,23,0.438,0.598,207.51,157.53,6,497
3.0,0.73,0.18,24,0.442,0.607,212.43,170.42,6,480
3.0,0.73,0.19,24,0.442,0.609,213.01,171.64,6,465
3.0,0.74,0.01,24,0.477,0.669,201.23,162.96,6,300
3.0,0.74,0.02,24,0.473,0.664,201.69,162.96,6,308
3.0,0.74,0.03,23,0.463,0.644,199.85,158.78,6,315
3.0,0.74,0.04,23,0.466,0.65,201.66,160.87,6,308
3.0,0.74,0.05,23,0.465,0.648,202.61,160.87,6,310
3.0,0.74,0.06,23,0.445,0.612,197.12,158.78,6,336
3.0,0.74,0.07,23,0.447,0.614,199.9,157.74,6,321
3.0,0.74,0.08,24,0.448,0.621,201.43,169.23,6,339
3.0,0.74,0.09,24,0.445,0.616,199.89,161.92,6,377
3.0,0.74,0.1,23,0.438,0.601,199.12,160.88,6,376
3.0,0.74,0.11,23,0.434,0.597,197.78,157.74,6,345
3.0,0.74,0.12,24,0.441,0.605,202.91,165.05,6,329
3.0,0.74,0.13,23,0.432,0.588,199.45,158.78,6,416
3.0,0.74,0.14,23,0.441,0.6,203.21,157.68,6,393
3.0,0.74,0.15,24,0.44,0.598,203.53,162.18,6,371
3.0,0.74,0.16,23,0.438,0.602,203.41,160.88,6,349
3.0,0.74,0.17,23,0.445,0.618,208.56,158.68,6,328
3.0,0.74,0.18,24,0.44,0.608,207.48,163.67,6,484
3.0,0.74,0.19,24,0.447,0.609,213.26,176.54,6,469
3.0,0.75,0.01,24,0.485,0.684,201.27,163.87,6,286
3.0,0.75,0.02,24,0.481,0.677,201.07,163.87,6,288
3.0,0.75,0.03,23,0.468,0.654,199.09,156.56,6,313
3.0,0.75,0.04,24,0.474,0.666,201.82,161.78,6,292
3.0,0.75,0.05,23,0.468,0.654,200.84,156.56,6,322
3.0,0.75,0.06,23,0.455,0.631,198.2,159.7,6,351
3.0,0.75,0.07,23,0.451,0.622,198.41,158.65,6,363
3.0,0.75,0.08,23,0.452,0.623,199.17,153.43,6,344
3.0,0.75,0.09,24,0.45,0.626,200.3,172.22,6,381
3.0,0.75,0.1,24,0.457,0.635,202.76,161.78,6,345
3.0,0.75,0.11,23,0.455,0.632,204.45,158.65,6,349
3.0,0.75,0.12,24,0.451,0.625,203.09,165.96,6,320
3.0,0.75,0.13,23,0.447,0.615,203.88,159.7,6,387
3.0,0.75,0.14,23,0.436,0.597,199.62,158.83,6,397
3.0,0.75,0.15,22,0.434,0.589,199.0,149.84,6,375
3.0,0.75,0.16,23,0.44,0.602,202.49,145.09,6,354
3.0,0.75,0.17,24,0.448,0.617,206.88,167.0,6,333
3.0,0.75,0.18,24,0.447,0.624,208.57,164.82,6,313
3.0,0.75,0.19,23,0.445,0.62,209.6,150.85,6,473
3.0,0.76,0.01,24,0.493,0.7,200.89,164.77,6,280
3.0,0.76,0.02,24,0.49,0.692,201.17,164.77,6,280
3.0,0.76,0.03,24,0.479,0.673,199.34,163.73,6,281
3.0,0.76,0.04,24,0.481,0.678,201.42,162.69,6,290
3.0,0.76,0.05,24,0.475,0.664,201.15,167.9,6,324
3.0,0.76,0.06,24,0.462,0.641,197.61,166.86,6,289
3.0,0.76,0.07,23,0.471,0.658,201.62,159.56,6,301
3.0,0.76,0.08,24,0.462,0.64,200.96,162.69,6,348
3.0,0.76,0.09,23,0.458,0.639,200.26,154.35,6,308
3.0,0.76,0.1,24,0.459,0.643,202.66,162.69,6,350
3.0,0.76,0.11,24,0.459,0.634,202.28,171.03,6,317
3.0,0.76,0.12,23,0.465,0.649,205.71,154.35,6,325
3.0,0.76,0.13,23,0.463,0.649,206.62,160.61,6,297
3.0,0.76,0.14,23,0.456,0.638,204.28,152.26,6,385
3.0,0.76,0.15,22,0.453,0.627,206.45,150.99,6,379
3.0,0.76,0.16,24,0.449,0.618,205.03,162.69,6,358
3.0,0.76,0.17,23,0.447,0.614,204.45,150.18,6,338
3.0,0.76,0.18,23,0.45,0.621,205.9,154.35,6,318
3.0,0.76,0.19,24,0.462,0.651,214.71,170.98,6,299
3.0,0.77,0.01,24,0.502,0.717,200.55,166.72,6,269
3.0,0.77,0.02,24,0.5,0.715,201.72,167.76,6,266
3.0,0.77,0.03,23,0.492,0.699,200.84,161.51,6,279
3.0,0.77,0.04,23,0.491,0.696,202.21,159.43,6,294
3.0,0.77,0.05,24,0.476,0.666,198.51,163.59,6,295
3.0,0.77,0.06,23,0.474,0.666,200.51,161.51,6,274
3.0,0.77,0.07,24,0.474,0.667,200.37,175.06,6,288
3.0,0.77,0.08,23,0.467,0.651,200.42,155.26,6,333
3.0,0.77,0.09,24,0.471,0.656,201.01,164.64,6,312
3.0,0.77,0.1,24,0.467,0.649,201.68,163.6,6,354
3.0,0.77,0.11,24,0.475,0.669,205.74,171.93,6,321
3.0,0.77,0.12,24,0.472,0.654,205.27,167.76,6,290
3.0,0.77,0.13,23,0.471,0.659,205.56,161.52,6,302
3.0,0.77,0.14,23,0.458,0.638,203.06,153.18,6,390
3.0,0.77,0.15,23,0.467,0.663,208.18,158.39,6,367
3.0,0.77,0.16,23,0.45,0.625,202.82,157.14,6,324
3.0,0.77,0.17,23,0.456,0.633,207.02,151.1,6,342
3.0,0.77,0.18,23,0.447,0.617,203.3,155.27,6,322
3.0,0.77,0.19,23,0.457,0.631,207.05,159.43,6,304
3.0,0.78,0.01,24,0.509,0.732,199.75,164.5,6,258
3.0,0.78,0.02,24,0.507,0.728,200.58,164.5,6,263
3.0,0.78,0.03,24,0.5,0.712,200.45,162.42,6,281
3.0,0.78,0.04,24,0.499,0.713,201.32,164.5,6,280
3.0,0.78,0.05,24,0.487,0.69,199.62,164.5,6,284
3.0,0.78,0.06,24,0.479,0.669,197.87,168.3,6,312
3.0,0.78,0.07,24,0.489,0.697,202.67,168.66,6,293
3.0,0.78,0.08,24,0.48,0.677,200.87,172.83,6,303
3.0,0.78,0.09,24,0.486,0.682,205.15,165.54,6,296
3.0,0.78,0.1,23,0.483,0.681,205.32,154.09,6,279
3.0,0.78,0.11,23,0.479,0.673,204.1,161.38,6,326
3.0,0.78,0.12,24,0.486,0.688,206.94,168.66,6,295
3.0,0.78,0.13,24,0.48,0.672,206.67,175.95,6,306
3.0,0.78,0.14,24,0.488,0.695,210.7,168.66,6,280
3.0,0.78,0.15,23,0.474,0.67,206.83,159.3,6,371
3.0,0.78,0.16,24,0.475,0.679,209.95,164.5,6,350
3.0,0.78,0.17,23,0.474,0.677,208.89,152.01,6,329
3.0,0.78,0.18,23,0.463,0.643,208.19,156.17,6,327
3.0,0.78,0.19,23,0.457,0.636,206.65,160.34,6,308
3.0,0.79,0.01,24,0.521,0.755,199.7,166.44,6,245
3.0,0.79,0.02,23,0.514,0.741,199.35,161.24,6,258
3.0,0.79,0.03,24,0.509,0.731,199.69,166.44,6,247
3.0,0.79,0.04,24,0.509,0.731,201.13,165.4,6,250
3.0,0.79,0.05,24,0.493,0.702,198.88,170.6,6,266
3.0,0.79,0.06,24,0.492,0.697,200.0,163.32,6,279
3.0,0.79,0.07,24,0.49,0.695,200.56,162.28,6,297
3.0,0.79,0.08,24,0.498,0.712,204.4,182.04,6,308
3.0,0.79,0.09,24,0.493,0.702,203.3,175.8,6,263
3.0,0.79,0.1,24,0.484,0.681,201.85,175.8,6,314
3.0,0.79,0.11,24,0.488,0.693,205.19,162.28,6,330
3.0,0.79,0.12,24,0.498,0.711,209.06,169.56,6,299
3.0,0.79,0.13,24,0.493,0.701,206.18,163.32,6,375
3.0,0.79,0.14,24,0.488,0.694,208.24,169.56,6,285
3.0,0.79,0.15,23,0.495,0.707,213.03,160.2,6,376
3.0,0.79,0.16,24,0.485,0.695,209.07,165.41,6,354
3.0,0.79,0.17,24,0.485,0.696,210.7,170.6,6,333
3.0,0.79,0.18,23,0.481,0.69,210.84,157.08,6,313
3.0,0.79,0.19,23,0.459,0.639,204.61,161.24,6,435
3.0,0.8,0.01,24,0.532,0.776,199.61,165.26,6,234
3.0,0.8,0.02,24,0.527,0.766,199.74,162.15,6,238
3.0,0.8,0.03,24,0.521,0.756,200.06,164.22,6,249
3.0,0.8,0.04,24,0.514,0.74,199.71,162.15,6,245
3.0,0.8,0.05,24,0.502,0.718,198.34,171.5,6,241
3.0,0.8,0.06,24,0.501,0.716,199.09,164.22,6,284
3.0,0.8,0.07,24,0.502,0.719,201.12,163.19,6,285
3.0,0.8,0.08,24,0.495,0.707,201.11,166.3,6,251
3.0,0.8,0.09,24,0.504,0.724,204.43,176.7,6,268
3.0,0.8,0.1,24,0.504,0.73,205.54,166.31,6,256
3.0,0.8,0.11,24,0.498,0.708,204.98,174.62,6,309
3.0,0.8,0.12,24,0.497,0.711,205.65,170.46,6,304
3.0,0.8,0.13,24,0.505,0.73,209.52,164.23,6,275
3.0,0.8,0.14,24,0.5,0.714,208.2,170.46,6,354
3.0,0.8,0.15,23,0.51,0.736,214.08,161.11,6,265
3.0,0.8,0.16,24,0.502,0.724,213.59,166.31,6,358
3.0,0.8,0.17,24,0.49,0.704,209.7,171.5,6,338
3.0,0.8,0.18,23,0.5,0.73,215.0,157.99,6,318
3.0,0.8,0.19,24,0.481,0.694,210.58,162.15,6,299
3.0,0.81,0.01,24,0.543,0.798,199.27,167.2,6,224
3.0,0.81,0.02,24,0.535,0.784,199.02,167.2,6,229
3.0,0.81,0.03,24,0.532,0.778,199.93,168.24,6,239
3.0,0.81,0.04,24,0.523,0.761,198.52,167.2,6,251
3.0,0.81,0.05,24,0.512,0.739,198.2,171.8,6,265
3.0,0.81,0.06,24,0.515,0.747,201.0,171.36,6,262
3.0,0.81,0.07,23,0.512,0.737,200.78,156.82,6,279
3.0,0.81,0.08,23,0.507,0.73,200.21,158.9,6,256
3.0,0.81,0.09,24,0.508,0.732,202.91,168.24,6,272
3.0,0.81,0.1,24,0.512,0.74,204.54,177.59,6,306
